"Vorwahl";"Ortsnetzname";"Gemeindename";"Gemeindekennzahl"
"06321";"Neustadt an der Weinstra?e";"Kirrweiler (Pfalz)";"07337047"
"06321";"Neustadt an der Weinstra?e";"Maikammer";"07337052"
"06321";"Neustadt an der Weinstra?e";"Neustadt an der Weinstra?e, Stadt";"07316000"
"06322";"Bad Durkheim";"Bad Durkheim, Stadt";"07332002"
"06322";"Bad Durkheim";"Friedelsheim";"07332020"
"06322";"Bad Durkheim";"Gonnheim";"07332022"
"06322";"Bad Durkheim";"Kallstadt";"07332028"
"06322";"Bad Durkheim";"Wachenheim an der Weinstra?e, Stadt";"07332046"
"06323";"Edenkoben";"Edenkoben, Stadt";"07337020"
"06323";"Edenkoben";"Edesheim";"07337021"
"06323";"Edenkoben";"Flemlingen";"07337025"
"06323";"Edenkoben";"Gro?fischlingen";"07337035"
"06323";"Edenkoben";"Hainfeld";"07337036"
"06323";"Edenkoben";"Rhodt unter Rietburg";"07337066"
"06323";"Edenkoben";"Roschbach";"07337069"
"06323";"Edenkoben";"Sankt Martin";"07337070"
"06323";"Edenkoben";"Venningen";"07337077"
"06323";"Edenkoben";"Weyher in der Pfalz";"07337084"
"06324";"Hassloch";"Bohl-Iggelheim";"07338005"
"06324";"Hassloch";"Ha?loch";"07332025"
"06325";"Lambrecht Pfalz";"Esthal";"07332016"
"06325";"Lambrecht Pfalz";"Frankeneck";"07332018"
"06325";"Lambrecht Pfalz";"Lambrecht (Pfalz), Stadt";"07332032"
"06325";"Lambrecht Pfalz";"Lindenberg";"07332034"
"06325";"Lambrecht Pfalz";"Neidenfels";"07332037"
"06326";"Deidesheim";"Deidesheim, Stadt";"07332009"
"06326";"Deidesheim";"Forst an der Weinstra?e";"07332017"
"06326";"Deidesheim";"Meckenheim";"07332035"
"06326";"Deidesheim";"Niederkirchen bei Deidesheim";"07332039"
"06326";"Deidesheim";"Ruppertsberg";"07332043"
"06327";"Neustadt-Lachen";"Altdorf";"07337002"
"06327";"Neustadt-Lachen";"Bobingen";"07337011"
"06327";"Neustadt-Lachen";"Gommersheim";"07337032"
"06327";"Neustadt-Lachen";"Neustadt an der Weinstra?e, Stadt";"07316000"
"06328";"Elmstein";"Elmstein";"07332014"
"06329";"Weidenthal Pfalz";"Frankenstein";"07335010"
"06329";"Weidenthal Pfalz";"Weidenthal";"07332048"
"06331";"Pirmasens";"Hoheischweiler";"07340023"
"06331";"Pirmasens";"Lemberg";"07340028"
"06331";"Pirmasens";"Obersimten";"07340036"
"06331";"Pirmasens";"Pirmasens, Stadt";"07317000"
"06331";"Pirmasens";"Rodalben, Stadt";"07340038"
"06332";"Zweibrucken";"Contwig";"07340206"
"06332";"Zweibrucken";"Zweibrucken, Stadt";"07320000"
"06333";"Waldfischbach-Burgalben";"Clausen";"07340003"
"06333";"Waldfischbach-Burgalben";"Donsieders";"07340007"
"06333";"Waldfischbach-Burgalben";"Heltersberg";"07340015"
"06333";"Waldfischbach-Burgalben";"Hermersberg";"07340016"
"06333";"Waldfischbach-Burgalben";"Hoheinod";"07340022"
"06333";"Waldfischbach-Burgalben";"Horbach";"07340025"
"06333";"Waldfischbach-Burgalben";"Steinalben";"07340050"
"06333";"Waldfischbach-Burgalben";"Waldfischbach-Burgalben";"07340054"
"06333";"Waldfischbach-Burgalben";"Weselberg";"07340055"
"06334";"Thaleischweiler-Froschen";"Hohfroschen";"07340024"
"06334";"Thaleischweiler-Froschen";"Ma?weiler";"07340217"
"06334";"Thaleischweiler-Froschen";"Petersberg";"07340037"
"06334";"Thaleischweiler-Froschen";"Thaleischweiler-Froschen";"07340051"
"06335";"Trulben";"Eppenbrunn";"07340008"
"06335";"Trulben";"Hilst";"07340019"
"06335";"Trulben";"Kroppen";"07340026"
"06335";"Trulben";"Lemberg";"07340028"
"06335";"Trulben";"Schweix";"07340048"
"06335";"Trulben";"Trulben";"07340052"
"06335";"Trulben";"Vinningen";"07340053"
"06336";"Dellfeld";"Contwig";"07340206"
"06336";"Dellfeld";"Dellfeld";"07340207"
"06336";"Dellfeld";"Nunschweiler";"07340035"
"06336";"Dellfeld";"Rieschweiler-Muhlbach";"07340222"
"06337";"Grossbundenbach";"Battweiler";"07340202"
"06337";"Grossbundenbach";"Gro?bundenbach";"07340209"
"06337";"Grossbundenbach";"Kashofen";"07340212"
"06337";"Grossbundenbach";"Kleinbundenbach";"07340213"
"06337";"Grossbundenbach";"Krahenberg";"07340216"
"06337";"Grossbundenbach";"Wiesbach";"07340227"
"06337";"Grossbundenbach";"Winterbach (Pfalz)";"07340228"
"06337";"Grossbundenbach";"Zweibrucken, Stadt";"07320000"
"06338";"Hornbach Pfalz";"Althornbach";"07340201"
"06338";"Hornbach Pfalz";"Dietrichingen";"07340208"
"06338";"Hornbach Pfalz";"Hornbach, Stadt";"07340211"
"06338";"Hornbach Pfalz";"Mauschbach";"07340218"
"06338";"Hornbach Pfalz";"Zweibrucken, Stadt";"07320000"
"06339";"Grosssteinhausen";"Bottenbach";"07340205"
"06339";"Grosssteinhausen";"Contwig";"07340206"
"06339";"Grosssteinhausen";"Gro?steinhausen";"07340210"
"06339";"Grosssteinhausen";"Kleinsteinhausen";"07340214"
"06339";"Grosssteinhausen";"Riedelberg";"07340221"
"06339";"Grosssteinhausen";"Walshausen";"07340226"
"06340";"Worth-Schaidt";"Dierbach";"07337018"
"06340";"Worth-Schaidt";"Freckenfeld";"07334005"
"06340";"Worth-Schaidt";"Kapsweyer";"07337046"
"06340";"Worth-Schaidt";"Niederotterbach";"07337056"
"06340";"Worth-Schaidt";"Steinfeld";"07337076"
"06340";"Worth-Schaidt";"Vollmersweiler";"07334031"
"06340";"Worth-Schaidt";"Worth am Rhein, Stadt";"07334501"
"06341";"Landau in der Pfalz";"Bochingen";"07337012"
"06341";"Landau in der Pfalz";"Ilbesheim bei Landau in der Pfalz";"07337042"
"06341";"Landau in der Pfalz";"Impflingen";"07337043"
"06341";"Landau in der Pfalz";"Insheim";"07337044"
"06341";"Landau in der Pfalz";"Knoringen";"07337050"
"06341";"Landau in der Pfalz";"Landau in der Pfalz, Stadt";"07313000"
"06341";"Landau in der Pfalz";"Walsheim";"07337082"
"06342";"Schweigen-Rechtenbach";"Oberotterbach";"07337059"
"06342";"Schweigen-Rechtenbach";"Schweigen-Rechtenbach";"07337071"
"06342";"Schweigen-Rechtenbach";"Schweighofen";"07337072"
"06343";"Bad Bergzabern";"Bad Bergzabern, Stadt";"07337005"
"06343";"Bad Bergzabern";"Barbelroth";"07337006"
"06343";"Bad Bergzabern";"Birkenhordt";"07337008"
"06343";"Bad Bergzabern";"Bollenborn";"07337013"
"06343";"Bad Bergzabern";"Dorrenbach";"07337019"
"06343";"Bad Bergzabern";"Gleiszellen-Gleishorbach";"07337029"
"06343";"Bad Bergzabern";"Kapellen-Drusweiler";"07337045"
"06343";"Bad Bergzabern";"Niederhorbach";"07337055"
"06343";"Bad Bergzabern";"Oberhausen";"07337058"
"06343";"Bad Bergzabern";"Pleisweiler-Oberhofen";"07337062"
"06344";"Schwegenheim";"Freisbach";"07334006"
"06344";"Schwegenheim";"Hanhofen";"07338010"
"06344";"Schwegenheim";"Harthausen";"07338011"
"06344";"Schwegenheim";"Lingenfeld";"07334017"
"06344";"Schwegenheim";"Schwegenheim";"07334028"
"06344";"Schwegenheim";"Weingarten (Pfalz)";"07334032"
"06344";"Schwegenheim";"Westheim (Pfalz)";"07334033"
"06345";"Albersweiler";"Albersweiler";"07337001"
"06345";"Albersweiler";"Birkweiler";"07337009"
"06345";"Albersweiler";"Burrweiler";"07337015"
"06345";"Albersweiler";"Dernbach";"07337017"
"06345";"Albersweiler";"Eschbach";"07337022"
"06345";"Albersweiler";"Eu?erthal";"07337024"
"06345";"Albersweiler";"Frankweiler";"07337026"
"06345";"Albersweiler";"Gleisweiler";"07337028"
"06345";"Albersweiler";"Leinsweiler";"07337051"
"06345";"Albersweiler";"Ramberg";"07337064"
"06345";"Albersweiler";"Ranschbach";"07337065"
"06345";"Albersweiler";"Siebeldingen";"07337073"
"06346";"Annweiler am Trifels";"Annweiler am Trifels, Stadt";"07337501"
"06346";"Annweiler am Trifels";"Gossersweiler-Stein";"07337033"
"06346";"Annweiler am Trifels";"Munchweiler am Klingbach";"07337054"
"06346";"Annweiler am Trifels";"Rinnthal";"07337067"
"06346";"Annweiler am Trifels";"Silz";"07337074"
"06346";"Annweiler am Trifels";"Volkersweiler";"07337078"
"06346";"Annweiler am Trifels";"Waldhambach";"07337080"
"06346";"Annweiler am Trifels";"Waldrohrbach";"07337081"
"06346";"Annweiler am Trifels";"Wernersberg";"07337083"
"06347";"Hochstadt Pfalz";"Essingen";"07337023"
"06347";"Hochstadt Pfalz";"Freimersheim (Pfalz)";"07337027"
"06347";"Hochstadt Pfalz";"Hochstadt (Pfalz)";"07337041"
"06347";"Hochstadt Pfalz";"Kleinfischlingen";"07337048"
"06347";"Hochstadt Pfalz";"Lustadt";"07334018"
"06347";"Hochstadt Pfalz";"Zeiskam";"07334036"
"06348";"Offenbach an der Queich";"Bornheim";"07337014"
"06348";"Offenbach an der Queich";"Knittelsheim";"07334014"
"06348";"Offenbach an der Queich";"Offenbach an der Queich";"07337061"
"06348";"Offenbach an der Queich";"Ottersheim bei Landau";"07334023"
"06349";"Billigheim-Ingenheim";"Billigheim-Ingenheim";"07337007"
"06349";"Billigheim-Ingenheim";"Gocklingen";"07337031"
"06349";"Billigheim-Ingenheim";"Hergersweiler";"07337037"
"06349";"Billigheim-Ingenheim";"Heuchelheim-Klingen";"07337040"
"06349";"Billigheim-Ingenheim";"Klingenmunster";"07337049"
"06349";"Billigheim-Ingenheim";"Rohrbach";"07337068"
"06349";"Billigheim-Ingenheim";"Steinweiler";"07334030"
"06349";"Billigheim-Ingenheim";"Winden";"07334034"
"06351";"Eisenberg Pfalz";"Eisenberg (Pfalz), Stadt";"07333019"
"06351";"Eisenberg Pfalz";"Gollheim";"07333026"
"06351";"Eisenberg Pfalz";"Hettenleidelheim";"07332027"
"06351";"Eisenberg Pfalz";"Kerzenheim";"07333038"
"06351";"Eisenberg Pfalz";"Lautersheim";"07333041"
"06351";"Eisenberg Pfalz";"Ramsen";"07333060"
"06351";"Eisenberg Pfalz";"Tiefenthal";"07332044"
"06352";"Kirchheimbolanden";"Bischheim";"07333007"
"06352";"Kirchheimbolanden";"Bolanden";"07333010"
"06352";"Kirchheimbolanden";"Kirchheimbolanden, Stadt";"07333039"
"06352";"Kirchheimbolanden";"Marnheim";"07333045"
"06352";"Kirchheimbolanden";"Mauchenheim";"07331044"
"06352";"Kirchheimbolanden";"Morschheim";"07333047"
"06352";"Kirchheimbolanden";"Orbis";"07333057"
"06352";"Kirchheimbolanden";"Rittersheim";"07333062"
"06353";"Freinsheim";"Bobenheim am Berg";"07332005"
"06353";"Freinsheim";"Dackenheim";"07332008"
"06353";"Freinsheim";"Erpolzheim";"07332015"
"06353";"Freinsheim";"Freinsheim, Stadt";"07332019"
"06353";"Freinsheim";"Herxheim am Berg";"07332026"
"06353";"Freinsheim";"Weisenheim am Berg";"07332049"
"06353";"Freinsheim";"Weisenheim am Sand";"07332050"
"06355";"Albisheim Pfrimm";"Albisheim (Pfrimm)";"07333001"
"06355";"Albisheim Pfrimm";"Biedesheim";"07333006"
"06355";"Albisheim Pfrimm";"Bubenheim";"07333012"
"06355";"Albisheim Pfrimm";"Einselthum";"07333018"
"06355";"Albisheim Pfrimm";"Gauersheim";"07333022"
"06355";"Albisheim Pfrimm";"Ilbesheim";"07333031"
"06355";"Albisheim Pfrimm";"Immesheim";"07333032"
"06355";"Albisheim Pfrimm";"Ottersheim";"07333058"
"06355";"Albisheim Pfrimm";"Russingen";"07333064"
"06355";"Albisheim Pfrimm";"Stetten";"07333076"
"06355";"Albisheim Pfrimm";"Zellertal";"07333501"
"06356";"Carlsberg Pfalz";"Altleiningen";"07332001"
"06356";"Carlsberg Pfalz";"Carlsberg";"07332007"
"06356";"Carlsberg Pfalz";"Wattenheim";"07332047"
"06357";"Standenbuhl";"Bennhausen";"07333005"
"06357";"Standenbuhl";"Borrstadt";"07333009"
"06357";"Standenbuhl";"Breunigweiler";"07333011"
"06357";"Standenbuhl";"Dannenfels";"07333013"
"06357";"Standenbuhl";"Dreisen";"07333017"
"06357";"Standenbuhl";"Jakobsweiler";"07333035"
"06357";"Standenbuhl";"Sippersfeld";"07333071"
"06357";"Standenbuhl";"Standenbuhl";"07333074"
"06357";"Standenbuhl";"Steinbach am Donnersberg";"07333075"
"06357";"Standenbuhl";"Weitersweiler";"07333081"
"06358";"Kriegsfeld";"Kriegsfeld";"07333040"
"06358";"Kriegsfeld";"Morsfeld";"07333046"
"06358";"Kriegsfeld";"Oberwiesen";"07333056"
"06359";"Grunstadt";"Battenberg (Pfalz)";"07332003"
"06359";"Grunstadt";"Bissersheim";"07332004"
"06359";"Grunstadt";"Bockenheim an der Weinstra?e";"07332006"
"06359";"Grunstadt";"Ebertsheim";"07332012"
"06359";"Grunstadt";"Grunstadt, Stadt";"07332024"
"06359";"Grunstadt";"Kindenheim";"07332029"
"06359";"Grunstadt";"Kirchheim an der Weinstra?e";"07332030"
"06359";"Grunstadt";"Kleinkarlbach";"07332031"
"06359";"Grunstadt";"Mertesheim";"07332036"
"06359";"Grunstadt";"Neuleiningen";"07332038"
"06359";"Grunstadt";"Obersulzen";"07332040"
"06359";"Grunstadt";"Obrigheim (Pfalz)";"07332041"
"06359";"Grunstadt";"Quirnheim";"07332042"
"06361";"Rockenhausen";"Bayerfeld-Steckweiler";"07333004"
"06361";"Rockenhausen";"Dielkirchen";"07333014"
"06361";"Rockenhausen";"Dorrmoschel";"07333016"
"06361";"Rockenhausen";"Gerbach";"07333025"
"06361";"Rockenhausen";"Gundersweiler";"07333028"
"06361";"Rockenhausen";"Imsweiler";"07333034"
"06361";"Rockenhausen";"Katzenbach";"07333037"
"06361";"Rockenhausen";"Ransweiler";"07333061"
"06361";"Rockenhausen";"Rockenhausen, Stadt";"07333502"
"06361";"Rockenhausen";"Ruppertsecken";"07333065"
"06361";"Rockenhausen";"Schonborn";"07333068"
"06361";"Rockenhausen";"Stahlberg";"07333073"
"06361";"Rockenhausen";"Wurzweiler";"07333084"
"06362";"Alsenz";"Alsenz";"07333003"
"06362";"Alsenz";"Bayerfeld-Steckweiler";"07333004"
"06362";"Alsenz";"Finkenbach-Gersweiler";"07333021"
"06362";"Alsenz";"Gaugrehweiler";"07333023"
"06362";"Alsenz";"Hallgarten";"07133039"
"06362";"Alsenz";"Hochstatten";"07133045"
"06362";"Alsenz";"Kalkofen";"07333036"
"06362";"Alsenz";"Mannweiler-Colln";"07333043"
"06362";"Alsenz";"Munsterappel";"07333049"
"06362";"Alsenz";"Niederhausen an der Appel";"07333050"
"06362";"Alsenz";"Niedermoschel";"07333051"
"06362";"Alsenz";"Oberhausen an der Appel";"07333053"
"06362";"Alsenz";"Obermoschel, Stadt";"07333054"
"06362";"Alsenz";"Oberndorf";"07333055"
"06362";"Alsenz";"Sankt Alban";"07333066"
"06362";"Alsenz";"Schiersfeld";"07333067"
"06362";"Alsenz";"Sitters";"07333072"
"06362";"Alsenz";"Unkenbach";"07333078"
"06362";"Alsenz";"Winterborn";"07333083"
"06363";"Niederkirchen";"Gundersweiler";"07333028"
"06363";"Niederkirchen";"Hefersweiler";"07336036"
"06363";"Niederkirchen";"Heiligenmoschel";"07335013"
"06363";"Niederkirchen";"Imsweiler";"07333034"
"06363";"Niederkirchen";"Niederkirchen";"07335029"
"06363";"Niederkirchen";"Reichsthal";"07333202"
"06363";"Niederkirchen";"Relsberg";"07336086"
"06363";"Niederkirchen";"Schallodenbach";"07335041"
"06363";"Niederkirchen";"Seelen";"07333203"
"06364";"Nu?bach Pfalz";"Becherbach";"07133011"
"06364";"Nu?bach Pfalz";"Bisterschied";"07333008"
"06364";"Nu?bach Pfalz";"Ginsweiler";"07336029"
"06364";"Nu?bach Pfalz";"Nu?bach";"07336069"
"06364";"Nu?bach Pfalz";"Rathskirchen";"07333201"
"06364";"Nu?bach Pfalz";"Reipoltskirchen";"07336085"
"06364";"Nu?bach Pfalz";"Teschenmoschel";"07333077"
"06364";"Nu?bach Pfalz";"Waldgrehweiler";"07333079"
"06371";"Landstuhl";"Bann";"07335002"
"06371";"Landstuhl";"Hutschenhausen";"07335016"
"06371";"Landstuhl";"Kindsbach";"07335018"
"06371";"Landstuhl";"Kottweiler-Schwanden";"07335020"
"06371";"Landstuhl";"Landstuhl, Sickingenstadt";"07335022"
"06371";"Landstuhl";"Mittelbrunn";"07335027"
"06371";"Landstuhl";"Oberarnbach";"07335031"
"06371";"Landstuhl";"Obernheim-Kirchenarnbach";"07340219"
"06371";"Landstuhl";"Queidersbach";"07335037"
"06371";"Landstuhl";"Ramstein-Miesenbach, Stadt";"07335038"
"06371";"Landstuhl";"Steinwenden";"07335044"
"06372";"Bruchmuhlbach-Miesau";"Bechhofen";"07340203"
"06372";"Bruchmuhlbach-Miesau";"Bruchmuhlbach-Miesau";"07335003"
"06372";"Bruchmuhlbach-Miesau";"Hauptstuhl";"07335012"
"06372";"Bruchmuhlbach-Miesau";"Hutschenhausen";"07335016"
"06372";"Bruchmuhlbach-Miesau";"Lambsborn";"07335201"
"06372";"Bruchmuhlbach-Miesau";"Langwieden";"07335202"
"06372";"Bruchmuhlbach-Miesau";"Martinshohe";"07335203"
"06372";"Bruchmuhlbach-Miesau";"Rosenkopf";"07340223"
"06373";"Schonenberg-Kubelberg";"Dunzweiler";"07336017"
"06373";"Schonenberg-Kubelberg";"Gries";"07336032"
"06373";"Schonenberg-Kubelberg";"Schonenberg-Kubelberg";"07336092"
"06373";"Schonenberg-Kubelberg";"Waldmohr";"07336102"
"06374";"Weilerbach";"Erzenhausen";"07335005"
"06374";"Weilerbach";"Eulenbis";"07335006"
"06374";"Weilerbach";"Mackenbach";"07335024"
"06374";"Weilerbach";"Rodenbach";"07335040"
"06374";"Weilerbach";"Schwedelbach";"07335043"
"06374";"Weilerbach";"Weilerbach";"07335049"
"06375";"Wallhalben";"Biedershausen";"07340204"
"06375";"Wallhalben";"Gerhardsbrunn";"07335011"
"06375";"Wallhalben";"Herschberg";"07340017"
"06375";"Wallhalben";"Hettenhausen";"07340018"
"06375";"Wallhalben";"Knopp-Labach";"07340215"
"06375";"Wallhalben";"Obernheim-Kirchenarnbach";"07340219"
"06375";"Wallhalben";"Reifenberg";"07340220"
"06375";"Wallhalben";"Saalstadt";"07340041"
"06375";"Wallhalben";"Schauerberg";"07340042"
"06375";"Wallhalben";"Schmitshausen";"07340224"
"06375";"Wallhalben";"Wallhalben";"07340225"
"06375";"Wallhalben";"Weselberg";"07340055"
"06381";"Kusel";"Altenglan";"07336003"
"06381";"Kusel";"Bedesbach";"07336106"
"06381";"Kusel";"Blaubach";"07336006"
"06381";"Kusel";"Borsborn";"07336008"
"06381";"Kusel";"Dennweiler-Frohnbach";"07336015"
"06381";"Kusel";"Erdesbach";"07336022"
"06381";"Kusel";"Etschberg";"07336024"
"06381";"Kusel";"Haschbach am Remigiusberg";"07336034"
"06381";"Kusel";"Korborn";"07336051"
"06381";"Kusel";"Kusel, Stadt";"07336055"
"06381";"Kusel";"Oberalben";"07336070"
"06381";"Kusel";"Rammelsbach";"07336079"
"06381";"Kusel";"Ruthweiler";"07336088"
"06381";"Kusel";"Rutsweiler am Glan";"07336089"
"06381";"Kusel";"Schellweiler";"07336091"
"06381";"Kusel";"Thallichtenberg";"07336097"
"06381";"Kusel";"Theisbergstegen";"07336098"
"06382";"Lauterecken";"Buborn";"07336012"
"06382";"Lauterecken";"Cronenberg";"07336013"
"06382";"Lauterecken";"Grumbach";"07336033"
"06382";"Lauterecken";"Hausweiler";"07336035"
"06382";"Lauterecken";"Heinzenhausen";"07336038"
"06382";"Lauterecken";"Hohenollen";"07336043"
"06382";"Lauterecken";"Kappeln";"07336049"
"06382";"Lauterecken";"Lauterecken, Stadt";"07336058"
"06382";"Lauterecken";"Lohnweiler";"07336060"
"06382";"Lauterecken";"Medard";"07336061"
"06382";"Lauterecken";"Offenbach-Hundheim";"07336075"
"06382";"Lauterecken";"Wiesweiler";"07336104"
"06383";"Glan-Munchweiler";"Borsborn";"07336008"
"06383";"Glan-Munchweiler";"Glan-Munchweiler";"07336031"
"06383";"Glan-Munchweiler";"Henschtal";"07336037"
"06383";"Glan-Munchweiler";"Matzenbach";"07336107"
"06383";"Glan-Munchweiler";"Nanzdietschweiler";"07336064"
"06383";"Glan-Munchweiler";"Niedermohr";"07335030"
"06383";"Glan-Munchweiler";"Quirnbach/ Pfalz";"07336501"
"06383";"Glan-Munchweiler";"Rehweiler";"07336082"
"06383";"Glan-Munchweiler";"Steinbach am Glan";"07336096"
"06384";"Konken";"Albessen";"07336002"
"06384";"Konken";"Ehweiler";"07336018"
"06384";"Konken";"Herchweiler";"07336039"
"06384";"Konken";"Herschweiler-Pettersheim";"07336041"
"06384";"Konken";"Huffler";"07336047"
"06384";"Konken";"Konken";"07336052"
"06384";"Konken";"Langenbach";"07336056"
"06384";"Konken";"Pfeffelbach";"07336077"
"06384";"Konken";"Reichweiler";"07336084"
"06384";"Konken";"Selchenbach";"07336094"
"06384";"Konken";"Wahnwegen";"07336101"
"06385";"Reichenbach-Steegen";"Bosenbach";"07336009"
"06385";"Reichenbach-Steegen";"E?weiler";"07336023"
"06385";"Reichenbach-Steegen";"Fockelberg";"07336025"
"06385";"Reichenbach-Steegen";"Jettenbach";"07336048"
"06385";"Reichenbach-Steegen";"Kollweiler";"07335019"
"06385";"Reichenbach-Steegen";"Neunkirchen am Potzberg";"07336066"
"06385";"Reichenbach-Steegen";"Niederstaufenbach";"07336068"
"06385";"Reichenbach-Steegen";"Oberstaufenbach";"07336071"
"06385";"Reichenbach-Steegen";"Reichenbach-Steegen";"07335501"
"06386";"Altenkirchen Pfalz";"Altenkirchen";"07336004"
"06386";"Altenkirchen Pfalz";"Breitenbach";"07336010"
"06386";"Altenkirchen Pfalz";"Brucken (Pfalz)";"07336011"
"06386";"Altenkirchen Pfalz";"Dittweiler";"07336016"
"06386";"Altenkirchen Pfalz";"Frohnhofen";"07336027"
"06386";"Altenkirchen Pfalz";"Krottelbach";"07336054"
"06386";"Altenkirchen Pfalz";"Ohmbach";"07336076"
"06387";"Sankt Julian";"Deimberg";"07336014"
"06387";"Sankt Julian";"Elzweiler";"07336021"
"06387";"Sankt Julian";"Glanbrucken";"07336030"
"06387";"Sankt Julian";"Horschbach";"07336046"
"06387";"Sankt Julian";"Kirrweiler";"07336050"
"06387";"Sankt Julian";"Niederalben";"07336067"
"06387";"Sankt Julian";"Rathsweiler";"07336081"
"06387";"Sankt Julian";"Sankt Julian";"07336095"
"06387";"Sankt Julian";"Ulmet";"07336099"
"06387";"Sankt Julian";"Welchweiler";"07336103"
"06391";"Dahn";"Busenberg";"07340002"
"06391";"Dahn";"Dahn, Stadt";"07340004"
"06391";"Dahn";"Erfweiler";"07340009"
"06391";"Dahn";"Schindhard";"07340043"
"06392";"Hauenstein Pfalz";"Dimbach";"07340006"
"06392";"Hauenstein Pfalz";"Hauenstein";"07340014"
"06392";"Hauenstein Pfalz";"Lug";"07340030"
"06392";"Hauenstein Pfalz";"Schwanheim";"07340047"
"06392";"Hauenstein Pfalz";"Spirkelbach";"07340049"
"06392";"Hauenstein Pfalz";"Wilgartswiesen";"07340057"
"06393";"Fischbach bei Dahn";"Fischbach bei Dahn";"07340011"
"06393";"Fischbach bei Dahn";"Hirschthal";"07340021"
"06393";"Fischbach bei Dahn";"Ludwigswinkel";"07340029"
"06393";"Fischbach bei Dahn";"Schonau (Pfalz)";"07340045"
"06394";"Bundenthal";"Bobenthal";"07340001"
"06394";"Bundenthal";"Bruchweiler-Barenbach";"07340501"
"06394";"Bundenthal";"Bundenthal";"07340502"
"06394";"Bundenthal";"Niederschlettenbach";"07340033"
"06394";"Bundenthal";"Nothweiler";"07340034"
"06394";"Bundenthal";"Rumbach";"07340039"
"06395";"Munchweiler an der Rodalb";"Merzalben";"07340031"
"06395";"Munchweiler an der Rodalb";"Munchweiler an der Rodalb";"07340032"
"06395";"Munchweiler an der Rodalb";"Ruppertsweiler";"07340040"
"06396";"Hinterweidenthal";"Hinterweidenthal";"07340020"
"06396";"Hinterweidenthal";"Lemberg";"07340028"
"06397";"Leimen Pfalz";"Leimen";"07340027"
"06397";"Leimen Pfalz";"Wilgartswiesen";"07340057"
